[00:00:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:47:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:48:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:49:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:50:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:50:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:51:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:52:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:53:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:53:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:54:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:55:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:56:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:56:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:57:02] [Server thread/INFO]: [Server] [System] We take backup of this server soon. 10 seconds left.
[09:57:03] [Server thread/INFO]: Automatic saving is now disabled
[09:57:04] [Server thread/INFO]: Saving the game (this may take a moment!)
[09:57:04] [Server thread/INFO]: Saved the game
[09:57:16] [Server thread/INFO]: Automatic saving is now enabled
[09:57:16] [Server thread/INFO]: Unknown command
[09:57:16] [Server thread/INFO]: [System] We just finish to make backup. Please take a fun.<--[HERE]
[09:57:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:58:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:59:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[09:59:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:00:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:01:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:02:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:02:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:03:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:04:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:05:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:05:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:06:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:07:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:08:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:08:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:09:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:10:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:11:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:11:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:12:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:13:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:14:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:14:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:15:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:16:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:17:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:17:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:18:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:19:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:20:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:20:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:21:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:22:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:23:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:23:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:24:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:25:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:26:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:26:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:27:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:28:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:29:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:29:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:30:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:31:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:32:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:32:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:33:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:34:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:35:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:35:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:36:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:37:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:38:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:38:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:39:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:40:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:41:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:41:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:42:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:43:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:44:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:44:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:45:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:46:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:47:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:47:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:48:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:49:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:50:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:50:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:51:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:52:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:53:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:53:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:54:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:55:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:56:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:56:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:57:03] [Server thread/INFO]: [Server] [System] We take backup of this server soon. 10 seconds left.
[10:57:04] [Server thread/INFO]: Automatic saving is now disabled
[10:57:05] [Server thread/INFO]: Saving the game (this may take a moment!)
[10:57:05] [Server thread/INFO]: Saved the game
[10:57:17] [Server thread/INFO]: Automatic saving is now enabled
[10:57:18] [Server thread/INFO]: Unknown command
[10:57:18] [Server thread/INFO]: [System] We just finish to make backup. Please take a fun.<--[HERE]
[10:57:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:58:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:59:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[10:59:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:00:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:01:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:02:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:02:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:03:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:04:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:05:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:05:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:06:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:07:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:08:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:08:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:09:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:10:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:11:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:11:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:12:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:13:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:14:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:14:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:15:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:16:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:17:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:17:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:18:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:19:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:20:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:20:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:21:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:22:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:23:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:23:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:24:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:25:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:26:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:26:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:27:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:28:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:29:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:29:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:30:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:31:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:32:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:32:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:33:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:34:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:35:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:35:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:36:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:37:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:38:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:38:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:39:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:40:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:41:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:41:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:42:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:43:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:44:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:44:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:45:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:46:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:47:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:47:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:48:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:49:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:50:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:50:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:51:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:52:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:53:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:53:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:54:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:55:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:56:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:56:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:57:03] [Server thread/INFO]: [Server] [System] We take backup of this server soon. 10 seconds left.
[11:57:04] [Server thread/INFO]: Automatic saving is now disabled
[11:57:05] [Server thread/INFO]: Saving the game (this may take a moment!)
[11:57:05] [Server thread/INFO]: Saved the game
[11:57:17] [Server thread/INFO]: Automatic saving is now enabled
[11:57:18] [Server thread/INFO]: Unknown command
[11:57:18] [Server thread/INFO]: [System] We just finish to make backup. Please take a fun.<--[HERE]
[11:57:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:58:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:59:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[11:59:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:00:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:01:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:02:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:02:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:03:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:04:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:05:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:05:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:06:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:07:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:08:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:08:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:09:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:10:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:11:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:11:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:12:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:13:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:14:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:14:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:15:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:16:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:17:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:17:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:18:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:19:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:20:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:20:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:21:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:22:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:23:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:23:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:24:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:25:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:26:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:26:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:27:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:28:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:29:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:29:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:30:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:31:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:32:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:32:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:33:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:34:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:35:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:35:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:36:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:37:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:38:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:38:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:39:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:40:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:41:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:41:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:42:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:43:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:44:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:44:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:45:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:46:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:47:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:47:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:48:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:49:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:50:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:50:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:51:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:52:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:53:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:53:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:54:43] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:55:28] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:56:13] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:56:58] [Server thread/WARN]: The save is being accessed from another location, aborting
[12:57:03] [Server thread/INFO]: [Server] [System] We take backup of this server soon. 10 seconds left.
[12:57:03] [Server thread/INFO]: Automatic saving is now disabled
[12:57:04] [Server thread/INFO]: Saving the game (this may take a moment!)
[12:57:04] [Server thread/INFO]: Saved the game
